Name,Size,Type,Environment
Flesh Reaver,Medium,Undead,
Fleshdreg,Huge,Plant,
Fleshpod Hornet,Large,Beast,
Fleshspurned,Medium,Undead,
Flind,Medium,Humanoid,"arctic, forest, grassland"
Flithidir,Small,Fey,
Flowershroud,Large,Plant,"forest, grassland"
Flumph,Small,Aberration,"dungeon, underground"
Flumph (A5E),Small,Aberration,"Caverns, Water"
Flumph Familiar (A5E),Small,Aberration,"Caverns, Water"
Flutterflesh,Large,Undead,
Flux Blastseeker,Medium,Humanoid,
Fluxcharger,Large,Elemental,
Flying Ape,Large,Monstrosity,
Flying Caltrop,Tiny,Construct,"dungeon, ruins, urban"
Flying Fox,Medium,Beast,
Flying Horror,Medium,Aberration,
Flying Lion (A5E),Large,Monstrosity,"Desert, Grassland, Hills, Mountains, Plane of Air"
Flying Polyp,Huge,Aberration,
Flying Shield,Small,Construct,"dungeon, ruins, urban"
Flying Snake,Tiny,Beast,"forest, swamp",p8dxVvsbndP7xDdKxz,z2za,wM7EuN1fJEhL5hT,4WA,l4dWLjhJH,iBl,GL,21iWnhWVGdngRCsyxX,VfdwfYiFV3iCsLa
Flying Snake (A5E),Tiny,Beast,"Desert, Feywild, Jungle, Swamp"
Flying Sword,Small,Construct,"dungeon, ruins, urban"
Flying Sword (A5E),Small,Construct,"Laboratory, Ruin"
folk of leng,Medium,Humanoid,
Fomorian,Huge,Giant,"cave, underground"
Fomorian (A5E),Huge,Fey,"Caverns, Feywild",gY1SJm5ICJdB
Foo Dog,Medium,Monstrosity,planar
Forest Drake,Small,Dragon,
Forest Emperor,Huge,Aberration,
forest falcon,Medium,Beast,
Forest Gnome Illusionist (A5E),Medium,Humanoid,"Feywild, Forest, Hills, Jungle, Laboratory, Settlement, Swamp"
Forest Gnome Scout (A5E),Medium,Humanoid,"Feywild, Forest, Jungle",bFL3uMhoGKn4yEiU5,7yLkEF7,kpUcX0K,EL0r3JVW9Cl3CUkZtpk2,Mr8HyTEswZgPbBT6fQOk,515WK0,VZfZ3vunwZLOTjp,i6DNaxqM,G
Forest Marauder,Large,Giant,"badlands,forests"
Forester's Bane,Large,Plant,grassland
Forge Guardian,Gargantuan,Construct,
Forgotten God (A5E),Large,Celestial,"Temple, Tomb"
Forgotten regent,M,Undead,"arctic, mountains",tZR3NSMZ9XCUn,3ax1heYMTU42H
Four-Armed Gargoyle,Medium,Monstrosity,"aquatic, underground"
Fowl,Tiny,Beast,
Foxfire Ooze,Large,Ooze,
Foxin,Small,Fey,
Foxwere,Small,Monstrosity,"forest, underground"
Fractal Golem,Large,Construct,
Fragrant One,Small,Fey,
Fragrite,Medium,Elemental,
Fraughashar,Small,Fey,
Fraz-Urb'luu,Large,Fiend,
Frog,Tiny,Beast,"aquatic, coast, forest, swamp"
Frog (A5E),Tiny,Beast,"Jungle, Swamp",JmbOh,a5d7nYJDJ0HQL,d,1,9q8q0d0d,GFgBMK,VCvFAaHMr,duQbt3nVCOucJxxI,T1W
Froghemoth,Huge,Aberration,swamp
Froghoul,Medium,Undead,
Frontline Medic,Medium,Humanoid,
Frost Corpse,Medium,Undead,
Frost Giant,Huge,Giant,"arctic, mountain, planar",Cp2XeIA72,iXLu444Bs7id3MuD6,z2S0MeiK,HpnX723yXYDj,lU2dX2Zit6eLJa,Jfd9RW8C5K2Tkx,4DHH
Frost Giant (A5E),Huge,Giant,"Mountains, Shadowfell, Tundra"
Frost Giant Everlasting One,Huge,Giant,"arctic, coast"
Frost Giant Jarl,Huge,Giant,"Mountains, Shadowfell, Tundra"
Frost Giant Jarl (A5E),Huge,Giant,snow
Frost GIant Zombie,Huge,Undead,
frost mole,Small,Beast,
Frost Worm,Gargantuan,Monstrosity,
Frost-Afflicted,M,Humanoid,arctic
Frostjack,M,Fey,arctic
Frostveil,Medium,Plant,"hills,plains"
Frulam Mondath,Medium,Humanoid,
Fulad-Zereh,Huge,Fiend,
Fulminar,Large,Elemental,
"Fungi, Boomer",Medium,Plant,,cV6Fqzgl,eXe762U2EiQ0ijNxeq,nttiLavdv8zRcC0sA,Dq25KdyCSJCK,XJUt,rqaE6wbB
"Fungi, duskwilt",S,Plant,underground
"Fungi, mulcher",G,Plant,"farmland, forest, hills"
"Fungi, mush marcher",L,Plant,"forest,underground, urban",A6LuFMdKeREWnKMXz301,yvTgKG699JHl6DnBGUGf,P,ewO0gFr5b8Lf6h,2FhWRV
"Fungi, Ophio",Huge,Plant,
"Fungi, Pixie's Umbrella",Small,Plant,
"Fungi, Shiftshroom",Medium,Plant,,yGoOBhoaZ8nwNNX,B2oDmpeA5Qwraj6LUI3,mcUKmH,HpqJ5E6lDfiNb1a,g5v6,CsLHGWsN134y7,didDbMw0L2iq3JBGYo
"Fungi, Strobing",Medium,Plant,
"Fungi, void fungus",M,Plant,"forest, planar, underground"
"Fungi, Wirbeln",Small,Plant,
Fungoid,Medium,Plant,swamp
Fungus Bat,Medium,Plant,underground
Fungus Gargoyle,Medium,Plant,
Furnace Golem,Large,Construct,
Fusion Elemental,Huge,Elemental,
Fyr,Small,Fey,"forest, mountain"
Gaki,Medium,Undead,
"Gaki, Jikki-Nikki-Gaki",Medium,Undead,
"Gaki, Shikki-Gaki",Medium,Undead,"caves, forests, urban"
"Gaki, Shinen-Gaki",Medium,Undead,
Galeb Duhr,Medium,Elemental,"cave, dungeon, mountain, planar, underground"
Galidroo,Huge,Monstrosity,
Gallows Tree,Huge,Plant,"forest, grassland, swamp"
Gallows Tree Zombie,Medium,Plant,"forest, grassland, swamp"
Galvanic Blastseeker,Medium,Humanoid,
Gar Shatterkeel,Medium,Humanoid,
Gar Shatterkeel (in lair),Medium,Humanoid,
Gargoctopus,Large,Monstrosity,
Gargoyle,Medium,Elemental,"dungeon, urban"
Gargoyle (A5E),Medium,Elemental,"Hills, Laboratory, Mountains, Plane of Earth, Ruin, Settlement, Temple, Tomb"
Garlicle,Small,Plant,
Garmvvolf,H,Monstrosity,"mountains, underground"
Garroter Crab,Tiny,Beast,aquatic
Garuda,Medium,Celestial,hills
"Garudi, Jyoti",Medium,Celestial,
Gas Spore,Large,Plant,"cave, dungeon, underground"
Gashadokuro,Huge,Undead,plains
Gaunt One,Medium,Aberration,
Gauth,Medium,Aberration,underground
Gavanice weird,Medium,Elemental,
Gawigawen,Gargantuan,Giant,"mountains, urban, coastal"
Gazellean,Medium,Humanoid,
Gazer,Tiny,Aberration,underground
Gbahali,Huge,Beast,plains
Gbahali (Postosuchus),Huge,Beast,
Gear mage,Medium,Humanoid,
Gear Spider (A5E),Tiny,Construct,"Laboratory, Ruin, Sewer"
Gearforged Templar,Medium,Construct,
Gearkeeper Construct,Large,Construct,
Gearmass,L,Ooze,"underground, urban"
Gelatinous Cube,Large,Ooze,dungeon
Gelatinous Cube (A5E),Large,Ooze,"Caverns, Plane of Water, Ruin, Sewer, Water"
Gelatinous Wall (A5E),Huge,Ooze,"Caverns, Plane of Water, Ruin, Sewer, Water"
Gerridae,Large,Fey,aquatic
Ghald,Medium,Elemental,
Ghast,Medium,Undead,"arctic, cave, coast, desert, dungeon, forest, grassland, mountain, ruins, swamp, underground, urban"
Ghast (A5E),Medium,Undead,"Abyss, Caverns, Desert, Forest, Grassland, Hills, Mountains, Ruin, Sewer, Shadowfell, Swamp, Temple, Tomb, Tundra"
Ghast of Leng,Large,Aberration,
"Ghast of Leng, Greater",Large,Aberration,
Ghillie Dubh,Medium,Celestial,
Ghost,Medium,Undead,"cave, dungeon, ruins, swamp, underground, urban"
Ghost (A5E),Medium,Undead,"Desert, Ethereal Plane, Forest, Grassland, Hills, Jungle, Mountains, Ruin, Settlement, Shadowfell, Swamp, Temple, Tomb, Tundra, Water",u8AXfuE8,64F7nl,Wvb0NkWC6JgJI0YBz,EKRiF2UNy,jwmhHLL
Ghost Ammonite,Medium,Undead,
Ghost Boar,Large,Monstrosity,
"Ghost Boar, Elder",Huge,Monstrosity,,RSDe3qiFhX9WDa,8XdIFxxbWB,J,fT
Ghost Dragon,Large,Undead,
Ghost Dwarf,Medium,Undead,
Ghost Knight,Medium,Undead,
Ghost knight templar,M,Undead,"farmland, urban",G5b,8kfvGM18xEn,AihrhnRkew5j1Vo8W,pDKS,EutRmZgf5JyT0Wc1ul,pf0buiHjYOiaiDjO,3aagtuzrnWgSw,KUdFDV,IOOXxW2C5AS56CQ
Ghostwalk Spider,Large,Monstrosity,"badlands, forests"
Ghoul,Medium,Undead,"arctic, cave, coast, desert, dungeon, forest, grassland, mountain, ruins, swamp, underground, urban"
Ghoul (A5E),Medium,Undead,"Abyss, Caverns, Desert, Forest, Grassland, Hills, Mountains, Ruin, Sewer, Shadowfell, Swamp, Temple, Tomb, Tundra",4iyFeE8PxI,x4t6WAnEnQu24BHFTz,1s,iDrxh1g,fRYfkvozLfcMOp,Oxt4HpG80Ngh1GsT,DTLsVJUia,TInd2E3oTuFBxEz,n54QM,7EJnvV2WVMcdCD,5Tw7zvzvRjYGXDCX3j,5qScrZ
Ghoul Bat,Small,Undead,
"Ghoul, Beggar",Medium,Undead,"ruins,underground,urban"
"Ghoul, Bloated",Medium,Undead,
"Ghoul, Bonepowder",Small,Undead,"ruins,underground",6L08l3YCbMdus5re,asdZUbY,j4oALoNT1so5Bm,mDtg,za3daWKegzIhqbU,fWBJYx3STWx,Fb0N453ws9r,AwBcav
"Ghoul, Darakhul",Medium,Undead,,vDUmQO1MjOXmVQPGHj1,Ks,zwpS83NZDsML,aJ6Igu4CHCf2DyH,ins2cVdD8DOBk8FIc,HPhtAi0Zx7,EmmYZV86QqvV
"Ghoul, Darakhul Captain",Medium,Undead,,gCxPMdGTpndMokr0,KDLCbY,VpMUD3MXT,Ua23XYJ1MmHZqBgI81
"Ghoul, Darakhul Spy",Medium,Undead,
"Ghoul, Imperial",Medium,Undead,"ruins,underground"
"Ghoul, Iron",Medium,Undead,,yVk5LwT6kv1,fVD5pJ3SWonRSH,6l7,xMatcXOSj6vxYQB,5MxJNkXHOI9fR
Ghoulsteed,Large,Undead,
Ghul,Medium,Undead,
Giant Air Elemental (A5E),Huge,Elemental,"Laboratory, Plane of Air"
Giant Albino Bat,Huge,Monstrosity,
Giant Ant,Large,Beast,
Giant Ant Exoskeleton,Large,Construct,"desert, grassland"
Giant Ant Queen,Large,Beast,
Giant Ape,Huge,Beast,forest
Giant Ape (A5E),Huge,Beast,"Forest, Jungle",ajc2AAUc4s5H0m5lR,7P6DuplGvlw23097,HzXjziEAVO9P,IEnZGg,pQUrErdpTHEYY,amEQH,zwopEfhg6,7jOSEmhqmBh9ATA4GHn,pj7lgDU2065AkT
giant armadillo,Small,Beast,
Giant Badger,Medium,Beast,"forest, grassland"
Giant Badger (A5E),Medium,Beast,"Forest, Grassland"
Giant Bat,Large,Beast,"cave, dungeon, forest, ruins, swamp, underground"
Giant Bat (A5E),Large,Beast,Caverns
Giant Beetle Exoskeleton,Large,Construct,
Giant Binturong,Large,Beast,
Giant Boar,Large,Beast,"forest, grassland"
Giant Boar (A5E),Large,Beast,"Feywild, Forest",0TwdZPAef4lD,yIuVN,OtPQkQq1I
Giant Bombardier Beetle,Medium,Beast,
Giant Centipede,Small,Beast,"cave, desert, dungeon, forest, grassland, mountain, ruins, swamp, underground"
Giant Centipede (A5E),Small,Beast,"Caverns, Ruin",5qgQQ,5I4KiIA5BHrb,M2l8jpLfkXC
Giant Clam,Large,Beast,aquatic
Giant Coconut Crab,Medium,Beast,
Giant Constrictor Snake,Huge,Beast,"forest, grassland, swamp"
Giant Constrictor Snake (A5E),Huge,Beast,"Jungle, Swamp"
Giant Crab,Medium,Beast,"aquatic, coast",ijoJ3CDwVvMadYyj1,F,qKV,YkF,VD2KcZF
Giant Crab (A5E),Medium,Beast,Water
Giant Crab Exoskeleton,Large,Construct,
Giant Crayfish,Large,Beast,
Giant Crocodile,Huge,Beast,"aquatic, coast, swamp"
Giant Crocodile (A5E),Huge,Beast,"Swamp, Water"
Giant Eagle,Large,Beast,"grassland, mountain"
Giant Eagle (A5E),Large,Beast,"Feywild, Hills, Mountains"
Giant Earth Elemental (A5E),Large,Elemental,"Laboratory, Plane of Earth"
Giant Electric Catfish,Large,Beast,aquatic
Giant Elk,Huge,Beast,"forest, grassland"
Giant Elk (A5E),Huge,Beast,"Forest, Tundra",a,OhhRD7Xt6NxDNhGGq8f,8aEdBaTT4zFKbF3pM
Giant Fire Beetle,Small,Beast,"cave, desert, dungeon, forest, grassland, mountain, ruins, swamp, underground"
Giant Fire Beetle (A5E),Small,Beast,Caverns
Giant Fire Elemental (A5E),Huge,Elemental,"Laboratory, Plane of Fire",i2RxDnBsdgUbAaWL,G4FL1fGfYAZo8j6,LQj6b5VcMSni9O,vKXxcn8PQPQ,49TKkOiJbq77J9CXF,rAGN1N8u,zfeTFm4gKIy,K951wVv6AdkX,24ze92ZCPQCRV0u3cgh6,DeCNKrvizp,73gS7MRxT,24F,mL8wQmQ2WQ,QuN1zx9BRmMD
Giant flea,S,Beast,any
Giant flea swarm,M,Swarm,any
Giant Fowl,Large,Beast,
Giant Frilled Lizard,Large,Beast,
Giant Frog,Medium,Beast,"aquatic, coast, forest, swamp"
Giant Frog (A5E),Medium,Beast,"Jungle, Swamp, Water"
Giant Goat,Large,Beast,"forest, grassland, mountain"
Giant Goat (A5E),Large,Beast,"Hills, Mountains",7hHzEhgWha,qBEne5AVM,ZJ6LUMedNhVoUzXd,KcNDdURRUvnBzpB
Giant Grick (A5E),Medium,Monstrosity,"Caverns, Mountains, Plane of Earth, Ruin, Sewer, Tomb"
Giant Honey Bee,Small,Beast,
Giant Horsefly,Large,Beast,
Giant Husk,Huge,Undead,
Giant Hyena,Large,Beast,"coast, desert, forest, grassland"
Giant Hyena (A5E),Large,Beast,"Desert, Grassland, Ruin, Shadowfell",qOkFQQZhA,wszWUt3nYrKjd4zIh,kN3ZHUuAZBdmn75Kbg8a,7hhc,HzY8rN90LoWzPG,ZIcJ,XXwwGvCCdRUhAnpCjr
Giant Ice Toad,Large,Monstrosity,
Giant Lanternfish (A5E),Large,Monstrosity,"Plane of Water, Water"
giant leech,Small,Beast,
Giant Lightning Eel,Large,Beast,
Giant Lizard,Large,Beast,"cave, desert, dungeon, forest, grassland, mountain, ruins, swamp, underground"
Giant Lizard (A5E),Large,Beast,"Desert, Grassland, Jungle, Ruin, Swamp",PrO33k,RAEXtTc9Hy,4cB2F9x9ldloWvzrvJ1
Giant mantis shrimp,L,Beast,"coastal, underwater"
Giant mole lizard,L,Beast,underground
Giant Mongoose,Medium,Beast,
Giant Moray Eel,Medium,Beast,aquatic
Giant Moth,Small,Beast,
"Giant Moth, Rimewing",Small,Beast,
"Giant Moth, Shockwing",Small,Beast,
"Giant Moth, Sootwing",Small,Beast,
Giant Octopus,Large,Beast,aquatic
Giant Octopus (A5E),Large,Beast,Water
Giant Owl,Large,Beast,"forest, grassland, urban"
Giant Owl (A5E),Large,Beast,"Feywild, Forest"
Giant Poisonous Snake,Medium,Beast,"forest, grassland, swamp",EY6HQxtvMKQHpCybn,pYNrnOXB,I3x,hbvPPMAlmA4YzNc1S,zD,jZt27CFrYQGnRTvk,c9nchEViYkBlzE1cE,jdwJIeTiVY5K,RskZFF6OUngr
Giant Poisonous Snake (A5E),Medium,Beast,"Caverns, Desert, Forest, Grassland, Hills, Jungle, Mountains, Ruin, Sewer, Swamp, Tomb, Water"
Giant pufferfish,S,Beast,underwater
Giant Rat,Small,Beast,"cave, dungeon, forest, grassland, mountain, ruins, swamp, underground, urban"
Giant Rat (A5E),Small,Beast,"Caverns, Forest, Ruin, Settlement, Sewer, Swamp"
Giant Rat (Diseased),Small,Beast,
Giant Rhinoceros Beetle,Large,Beast,forest
Giant Scorpion,Large,Beast,"cave, coast, desert, dungeon, grassland, ruins, swamp, underground"
Giant Scorpion (A5E),Large,Beast,"Desert, Shadowfell"
Giant Sea Horse,Large,Beast,aquatic
Giant Seahorse,Large,Beast,aquatic
Giant Shark,Huge,Beast,aquatic
Giant Shark (A5E),Huge,Beast,"Plane of Water, Water",jA,RyKHr,pkFVoc4rouSzWDGzw50q,1eMXqu
Giant Shark Bowl,Huge,Ooze,
Giant Skeleton,Huge,Undead,
Giant Slicer Beetle,Large,Beast,forest
Giant Sloth,Large,Beast,
Giant Slug of P'nakh,Large,Fiend,"ruins, underground"
Giant Snow Beetle,Large,Beast,
Giant Spider,Large,Beast,"cave, coast, desert, dungeon, forest, grassland, mountain, ruins, swamp, underground, urban"
Giant Spider (A5E),Large,Beast,"Caverns, Feywild, Forest, Jungle, Ruin, Shadowfell, Swamp"
Giant Strider,Large,Monstrosity,"grassland, mountain, underground"
Giant Subterranean Lizard,Huge,Beast,
Giant Tamaraw,Huge,Beast,
Giant Toad,Large,Beast,"aquatic, coast, forest, swamp"
Giant Toad (A5E),Large,Beast,"Jungle, Swamp, Water"
Giant Vampire Bat,Large,Beast,
Giant Viper,Huge,Beast,
Giant Vulture,Large,Beast,"desert, grassland, ruins"
Giant Vulture (A5E),Large,Beast,Desert
Giant walking stick,L,Beast,forest
Giant Wasp,Medium,Beast,forest
Giant Wasp (A5E),Medium,Beast,"Forest, Grassland, Hills"
Giant Water Beetle,Medium,Beast,aquatic
Giant Water Elemental (A5E),Huge,Elemental,"Laboratory, Plane of Water, Water"
Giant Water Scorpion,Large,Beast,
Giant Weasel,Medium,Beast,"forest, grassland"
Giant Weasel (A5E),Medium,Beast,"Feywild, Forest"
Giant Wolf Spider,Medium,Beast,"cave, coast, desert, dungeon, forest, grassland, mountain, ruins, swamp, underground, urban"
Giant Wolf Spider (A5E),Medium,Beast,"Desert, Feywild, Grassland, Ruin"
"Giant, firestorm",H,Giant,"arctic, mountains"
"Giant, hellfire",H,Giant,"mountains, planar",6YHb5Yhnquh,17jBav64EV36i2Ghtg,f,cYr7jQy,j9F,0MgHhhiGp,gd8U13D4I3QW5xi0404s
"Giant, Jotun",Gargantuan,Giant,"hills,mountains,plains"
"Giant, lantern",H,Giant,underwater
"Giant, shire",H,Giant,"farmland, hills"
"Giant, thursir armorer",L,Giant,"mountains, underground",mc92,h2FujXjW3KRADO,EBUy447KetSpjmOcKYbC,YBFqr2X10Y5rPZ8pa9st,vZKt3HzCQ98t,SBV1eMZcSH6r0aOtDdLd,xRg7LB,Ei7hr14p
"Giant, thursir hearth priestess",L,Giant,"mountains, underground",B3owIpS,GUmPmMSaE,ezn2y3f63kK7i,5gDsv,LMxPzf8RDzoSIrHgO,s
Gibbering Mouther,Medium,Aberration,"cave, dungeon, planar, underground"
Gibbering Mouther (A5E),Medium,Aberration,"Astral Plane, Caverns, Laboratory, Sewer"
Gibberling (A5E),Small,Aberration,"Caverns, Ruin, Sewer"
Gibberling Brood Mother (A5E),Medium,Aberration,"Caverns, Ruin, Sewer"
Gigantura,G,Monstrosity,underwater
Gilded Devil,Medium,Fiend,
Gill-man,Medium,Monstrosity,
Gillmonkey,Small,Beast,aquatic
Ginormous Squirrel,Gargantuan,Beast,
Girallon,Large,Monstrosity,forest
Githyanki Knight,Medium,Humanoid,"planar, swamp"
Githyanki Warrior,Medium,Humanoid,planar
Githzerai Monk,Medium,Humanoid,planar
Githzerai Zerth,Medium,Humanoid,planar
Glabrezu,Large,Fiend,"dungeon, planar"
Glabrezu (A5E),Large,Fiend,Abyss
Glacial Corrupter,Medium,Undead,
Glacial crawler,H,Aberration,"arctic, coastal, underwater"
Glacial Ooze,Large,Ooze,arctic
Glacier Behemoth,Huge,Beast,
Gladeborn Hunter,Medium,Humanoid,
Gladeborn Trapper,Medium,Humanoid,
Gladiator,Medium,Humanoid,urban
Gladiator (A5E),Medium,Humanoid,Settlement
Glass Gator,Large,Beast,"aquatic,marshes"
Glass Golem,Small,Construct,
Gloamwing,Large,Undead,
Gloom Crawler,Huge,Monstrosity,
Gloomflower,Tiny,Plant,
Gloomstalker,Large,Monstrosity,
Gnarljack,Small,Construct,"ruins,underground,urban",X,9PUQAF6kKc3LOT,e131a0O
Gnarljak,Small,Construct,
Gnarlwood,Huge,Plant,forest
Gnoll,Medium,Humanoid,"arctic, cave, coast, desert, dungeon, forest, grassland, mountain, ruins, swamp, urban",qBII4609eupbV0yVkooY
Gnoll (A5E),Medium,Humanoid,"Abyss, Desert, Grassland, Hills, Jungle, Mountains, Settlement",AU606A,Ssz1mbswkr,xKhxWzfvZG,t3wdKCce,Ur9jCW,iuXK7nQ,E,cDRi,h
Gnoll Deathknight,Medium,Humanoid,
Gnoll Deathmage,Medium,Humanoid,
Gnoll Demonfang (A5E),Medium,Humanoid,"Abyss, Desert, Grassland, Hills, Jungle, Mountains, Settlement"
Gnoll Fang of Yeenoghu,Medium,Fiend,"arctic, cave, coast, desert, dungeon, forest, grassland, mountain, ruins, swamp, urban",l563EV9elUYhf4JKj0Xj,maGIuoT075r5969q,MGpc5bc8,hqyAcJoV7lElAO,FJiZ
Gnoll Flesh Gnawer,Medium,Humanoid,"arctic, forest, grassland"
Gnoll Havoc Runner,Medium,Humanoid,
Gnoll Hunter,Medium,Humanoid,"arctic, forest, grassland",CpD6OctEn,uyccFUBIue,4ThoPobm,Z2SHqKOJaFkXM30csn,XOEkK,RqHGnWwg,tvonscLh0EQe,VxnIbNjcYBb040
Gnoll Pack Leader (A5E),Medium,Humanoid,"Abyss, Desert, Grassland, Hills, Jungle, Mountains, Settlement"
Gnoll Pack Lord,Medium,Humanoid,"arctic, cave, coast, desert, dungeon, forest, grassland, mountain, ruins, swamp, urban"
Gnoll Slaver,Medium,Humanoid,
Gnoll Witherling,Medium,Undead,"arctic, forest, grassland",4ocWjIx7cxwTC,gI1xPTadxLdS,RsNUqVSgg
"Gnoll, Havoc Runner",Medium,Humanoid,"desert,plains",Q,T9oVcwCNVODKP1zB7jX1,t8SkRAWpmNNs9JlT,Bpw40H1OOf,MbbXhLuk,eUSyrV3tKmDJ4z,wvqAEYjIqavXNTf3h,k14Lbdlx7NjOkCS,cc0I49lZeJPY7tMDrVph
Gnomish Knife Cultist,Small,Humanoid,
Gnoph-Keh of Serex,Large,Monstrosity,
Gnyan,L,Elemental,arctic
Goat,Medium,Beast,"grassland, urban"
Goat (A5E),Medium,Beast,"Hills, Mountains, Settlement"
Goat-Man,Medium,Monstrosity,"badlands,forests,hills"
Goblin,Small,Humanoid,"cave, dungeon, forest, grassland, mountain, ruins, urban"
Goblin (A5E),Small,Humanoid,"Caverns, Desert, Feywild, Forest, Grassland, Hills, Jungle, Mountains, Ruin, Settlement, Sewer, Swamp, Tundra"
Goblin Alchemist,Small,Humanoid,"Caverns, Desert, Feywild, Forest, Grassland, Hills, Jungle, Mountains, Ruin, Settlement, Sewer, Swamp, Tundra"
Goblin Boss,Small,Humanoid,"cave, dungeon, forest, grassland, mountain, ruins, urban"
Goblin Boss (A5E),Small,Humanoid,"Caverns, Desert, Feywild, Forest, Grassland, Hills, Jungle, Mountains, Ruin, Settlement, Sewer, Swamp, Tundra"
Goblin Dreadnought (A5E),Small,Humanoid,"Caverns, Desert, Feywild, Forest, Grassland, Hills, Jungle, Mountains, Ruin, Settlement, Sewer, Swamp, Tundra"
Goblin Musketeer (A5E),Small,Humanoid,"Caverns, Desert, Feywild, Forest, Grassland, Hills, Jungle, Mountains, Ruin, Settlement, Sewer, Swamp, Tundra"
Goblin Ritualist,Small,Humanoid,
Goblin Shieldbearer (A5E),Small,Humanoid,"Caverns, Desert, Feywild, Forest, Grassland, Hills, Jungle, Mountains, Ruin, Settlement, Sewer, Swamp, Tundra"
Goblin siege engine,H,Construct,
Goblin Skulker (A5E),Small,Humanoid,"Caverns, Desert, Feywild, Forest, Grassland, Hills, Jungle, Mountains, Ruin, Settlement, Sewer, Swamp, Tundra"
Goblin Warlock (A5E),Small,Humanoid,"Caverns, Desert, Feywild, Forest, Grassland, Hills, Jungle, Mountains, Ruin, Settlement, Sewer, Swamp, Tundra",MR9IdQ,bMgafnyL3a3P6,3BL2En2E3EkJn6,ruWF,LsE,CdLy3
"Goblin, Chaos-Spawn",Small,Humanoid,
"Goblin, Shadow",Small,Humanoid,
"Gods of Other Domains, Forgotten God Variant (A5E)",Large,Celestial,"ruins, underground"
Godslayer,H,Construct,any
Gold Dragon Wyrmling,Medium,Dragon,"mountain, ruins"
Gold Dragon Wyrmling (A5E),Medium,Dragon,"Astral Plane, Grassland, Ruin, Water"
Gold Great Wyrm (A5E),Gargantuan,Dragon (Shapechanger),ruins
Golden Cat,Tiny,Beast,
"Golem, Alechemical",Large,Construct,
"Golem, Altar Flame",Large,Construct,
"Golem, Armory",Large,Construct,
"Golem, barnyard",M,Construct,"farmland, urban"
"Golem, Bearing",Medium,Construct,
"Golem, Bone",Medium,Construct,
"Golem, Bronze",Large,Construct,
"Golem, chain",L,Construct,"any, planar",jm60AQq2OFIRcjyR1,RkvcZ3OFNSrfwqv0S8,0d3dPkmCgdsKSzFxX8,Bm6JBUguQfjfVFm,Bkic5yWgX,hyF2L8NvNJf3mCdiY,XeoraxeQcgx,B3
"Golem, Death Shroud",Large,Construct,,BOnqVZ6hiXI4zTI,7e9NKrYs8
"Golem, Doom",Large,Construct,
"Golem, Dragonflesh",Large,Construct,
"Golem, Fractal",Large,Construct,,jyTwLD9H6Gm,BAc,wRcFgKDSbKf3,exA1rtwoeo8G
"Golem, ice",L,Construct,"arctic, urban"
"Golem, Keg",Medium,Construct,,wHqJrIjjMQPY52Z,KUPWU9I97dEQ,UV,7dtbeY4OCez,sg45x,Ujw7DV,ocCut,H5io3f18Q
"Golem, Lotus",Large,Construct,
"Golem, Manastrom",Medium,Construct,
"Golem, origami",L,Construct,"any, urban"
"Golem, Paper",Tiny,Construct,
"Golem, Paper Swarm",Medium swarm,Construct,
"Golem, tar",M,Construct,"coastal, urban",d0717oATRhfAK7
"Golem, War Machine",Gargantuan,Construct,
Golgari Shaman,Medium,Humanoid,
Goliath Longlegs,Gargantuan,Monstrosity,
Gorao-Ka,Tiny,Fey,
Gorbel,Small,Aberration,forest
Goreling,Small,Undead,
Gorgimera,Large,Monstrosity,mountain
Gorgon,Large,Monstrosity,"mountain, ruins"
Gorgon (A5E),Large,Monstrosity,"Desert, Forest, Grassland, Hills, Plane of Earth",uL7,VARL0Ci,2VXgNz,uvv6V
Gorilla Bear,Medium,Monstrosity,forest
Goristro,Huge,Fiend,"dungeon, planar"
Graknork,Gargantuan,Monstrosity,
Grave Behemoth,Huge,Undead,
Grave Titan,Huge,Undead,
Graveyard Dragon,Large,Undead,
Gray Nisp,Large,Fey,aquatic
Gray Ooze,Medium,Ooze,dungeon
Gray Ooze (A5E),Medium,Ooze,"Caverns, Mountains, Plane of Earth, Ruin, Sewer, Water"
Gray Orc,Medium,Humanoid,
Gray Slaad,Medium,Aberration,planar
Gray Thirster,Medium,Undead,desert
Graz'zt,Large,Fiend,
Great Gray Owl,Small,Beast,
Great Mandrake,Tiny,Plant,
Great Wyrm Black Dragon (A5E),Gargantuan,Dragon,Swamp
Great Wyrm Blue Dragon (A5E),Gargantuan,Dragon,Desert
Great Wyrm Gold Dragon (A5E),Gargantuan,Dragon,"Astral Plane, Grassland, Ruin, Water"
Great Wyrm Green Dragon (A5E),Gargantuan,Dragon,"Forest, Jungle"
Great Wyrm Red Dragon (A5E),Gargantuan,Dragon,Mountains
Great Wyrm White Dragon (A5E),Gargantuan,Dragon,Tundra
Greater Basilisk,Large,Monstrosity,desert
Greater Boneneedle,Medium,Beast,underground
Greater Death Butterfly Swarm,Huge Swarm,Beast,"forests,plains",qqAxQdIveX
Greater Fire Crab,Large,Monstrosity,planar
Greater Ghast of Leng,Large,Aberration,
Greater Lunarchidna,Medium,Aberration,
Greater Rakshasa,Medium,Fiend,
Greater Scrag,Large,Monstrosity,
Greater Sphinx (A5E),Huge,Monstrosity,"Astral Plane, Desert, Ethereal Plane, Ruin, Temple"
