Name,Size,Type,Environment
Revenant (A5E),Medium,Undead,"Caverns, Desert, Forest, Grassland, Hills, Jungle, Laboratory, Mountains, Ruin, Settlement, Sewer, Swamp, Temple, Tomb, Tundra, Water"
Rezmir,Medium,Humanoid,
Rhinoceros,Large,Beast,grassland
Rhinoceros (A5E),Large,Beast,"Desert, Grassland"
Rictavio,Medium,Humanoid,
Riding Horse,Large,Beast,urban
Riding Horse (A5E),Large,Beast,Settlement
Rift Swine,Large,Aberration,
Righteous Sentinel,Large,Construct,
Rime Worm Grub,Medium,Elemental,
Rimewing,Small,Beast,
Ring Servant,Large,Construct,
Risen Reaver,Large,Undead,
River Dragon Wyrmling (A5E),Medium,Dragon,"Grassland, Water"
River King,Medium,Fey,aquatic
River Naga,Large,Monstrosity,"rivers, coastal"
Rivermaw Brawler,Medium,Humanoid (any),
Rivermaw Stormborn,Medium,Humanoid (any),
Roachling Lord,Small,Humanoid,"ruins,underground,urban"
Roachling Scout,Small,Humanoid,
Roc (A5E),Gargantuan,Beast,"Grassland, Hills, Mountains, Water"
Rochade,S,Fey,underground
rock roach,Medium,Beast,
Rock salamander,T,Elemental,"badlands, hills, mountains"
Roggenwolf,Medium,Monstrosity,
Rokurokubi,Medium,Monstrosity,
Ronus,Medium,Monstrosity,forest
Roper (A5E),Large,Monstrosity,Caverns
Rothe,Medium,Beast,"grassland, underground"
Rotsam,Tiny,Ooze,
Rotsam Swarm,Large swarm,Ooze,
Rotting Wind,Large,Undead,
Rubblebelt Stalker,Medium,Humanoid,
Rubezahl,Medium,Fiend,
Ruby ooze,Medium,Ooze,
Rug of Smothering,Large,Construct,"dungeon, ruins, urban"
Rug of Smothering (A5E),Large,Construct,"Laboratory, Ruin"
Rum Gremlin,Tiny,Fey,
Rum Lord,Small,Fey,
Runeswarm,Large swarm,Construct,
Rusalka,Medium,Fey,aquatic
Russet Mold,Medium,Plant,underground
Rust Drake,Medium,Dragon,"ruins,underground,urban"
Rust Monster,Medium,Monstrosity,"dungeon, underground"
Rust Monster (A5E),Medium,Monstrosity,Caverns
Ruuk Nath,Medium,Humanoid,
Ryven,Medium,Humanoid,forest
Ryven Shaman,Medium,Humanoid,forest
Saber-Tooth Cat,Large,Beast,
Saber-Toothed Tiger,Large,Beast,"forest, grassland"
Saber-Toothed Tiger (A5E),Large,Beast,"Forest, Jungle, Mountains, Tundra"
Sack of Smothering,Small,Construct,"dungeon, ruins, urban"
Sadistic Vampiric vanguard,Medium,Undead,
Sahuagin,Medium,Humanoid,"aquatic, coast"
Sahuagin (A5E),Medium,Humanoid,Water
Sahuagin Baron,Large,Humanoid,"aquatic, coast"
Sahuagin Champion (A5E),Medium,Humanoid,Water
Sahuagin Priestess,Medium,Humanoid,"aquatic, coast"
Sahuagin Warlock of Uk'Otoa,Medium,Humanoid,
Salamander (A5E),Large,Elemental,"Caverns, Plane of Fire"
Salamander Monarch,Large,Elemental,
Salamander Nymph (A5E),Medium,Elemental,"Caverns, Plane of Fire"
Salt Devil,Medium,Fiend,
Salt Golem,Large,Construct,
Sammael,Medium,Celestial,
Sand Hag,Medium,Monstrosity,
Sand Ray (A5E),Large,Aberration,Desert
Sand Ray Cloaker Variant (A5E),Large,Aberration,"deserts, aquatic"
Sand Silhouette,Medium,Undead,desert
Sand Spider,Large,Beast,"desert,plains"
Sand Worm (A5E),Gargantuan,Monstrosity,Desert
Sanddrift Drake,Large,Dragon,
Sandling,Large,Elemental,planar
Sandman,Medium,Celestial,
Sandwyrm,Large,Dragon,desert
Sap Demon,Small,Ooze,forests
Saphire Jelly,Medium,Ooze,
Sapphire Dragon Wyrmling (A5E),Medium,Dragon,Caverns
Sapphire Jelly,Medium,Ooze,
"Sarastra, Queen of Night and Magic",Medium,Fey,
Sarcophagus Slime,Medium,Undead,"ruins,underground"
Sarimanok,Medium,Celestial,
Sarsaok,Huge,Monstrosity,
Sasori Fukurowashi,Medium,Fey,
Sasquatch,Large,Beast,
Satarre Destroyer,Medium,Humanoid,
Satarre Mystic,Medium,Humanoid,
"Satarre, Lord of the Satarre",Large,Fiend,
Sathaq Worm,Huge,Elemental,"desert,marshes,ruins,underground"
Satyr,Medium,Fey,"forest, grassland, urban"
Satyr (A5E),Medium,Fey,"Feywild, Forest, Hills, Jungle"
Sazakan,M,Elemental,arctic
Scanlan Shorthalt,Small,Humanoid (gnome),
"Scarab, ruin",L,Undead,planar
Scarecrow,Medium,Construct,"grassland, urban"
Scarecrow (A5E),Medium,Construct,"Grassland, Hills, Settlement, Shadowfell, Swamp"
Scarlet Ibis,Medium,Monstrosity,
Scarsupial,S,Beast,forest
Scheznyki,Small,Fey,"hills,ruins,underground"
Scitalis,Large,Monstrosity,
Scorchbringer Guard,Medium,Humanoid,
Scorchrunner jackal,M,Monstrosity,badlands
Scorpikis,Large,Monstrosity,
Scorpion,Tiny,Beast,"cave, desert, grassland, mountain, swamp"
Scorpion (A5E),Tiny,Beast,"Desert, Grassland"
Scorpion Assassin,Medium,Humanoid,
Scorpion Cultist,Medium,Humanoid,desert
Scorpion Helot,Medium,Humanoid,
"Scorpion, Night",Large,Beast,"desert,forests,plains,ruins,underground"
Scorpionfolk (A5E),Large,Monstrosity,Desert
Scorpionfolk Imperator (A5E),Large,Monstrosity,Desert
Scout,Medium,Humanoid,"arctic, coast, desert, forest, grassland, mountain, swamp"
Scout (A5E),Medium,Humanoid,"Caverns, Desert, Feywild, Forest, Grassland, Hills, Jungle, Mountains, Swamp, Tundra"
Scrag (A5E),Large,Giant,"Caverns, Feywild, Forest, Grassland, Hills, Jungle, Mountains, Ruin, Swamp"
"Scrag, Greater",Large,Monstrosity,
"Scrag, Lesser",Medium,Monstrosity,
Screaming Devilkin,Small,Fiend,
Screecher,Large,Monstrosity,
Scribe Devil,Medium,Fiend,
Scrofin,Medium,Fey,
Scroll Mummy,Medium,Undead,
Scythe Tree,Huge,Plant,forest
Sea Dragon Wyrmling,Medium,Dragon,
Sea Fury,Medium,Fey,
Sea Hag (A5E),Medium,Fey,"Feywild, Plane of Water, Water"
Sea Hag (coven),Medium,Fey,"aquatic, coast, underground"
Sea Horse,Tiny,Beast,aquatic
Sea Lion,Large,Monstrosity,
Sea Serpent (A5E),Gargantuan,Monstrosity,Water
Sea Spawn,Medium,Humanoid,"coast, aquatic"
Sea Wyrmling Dragon,Medium,Dragon,aquatic
Seahorse (A5E),Tiny,Beast,Water
Selachian,Large,Humanoid,
Selang,Medium,Fey,
Selang (dark satyr),Medium,Fey,badlands
Sema,Small,Aberration,
Sentinel in Darkness,Large,Construct,
Sepulchral Guardian,Medium,Construct,
Serpentfolk of Yig,Medium,Humanoid,
Serpentine Lamia,Medium,Monstrosity,
Serpopard,Large,Beast,marshes
Servant of the Unsated God,Medium,Undead,
Servant of the Vine,Medium,Humanoid,
Servant of Yig,Medium,Aberration,
Servitor Thrull,Small,Construct,
Seven Knives Darkblade,Medium,Humanoid,
Seven Knives Enforcer,Medium,Humanoid,
Seven Knives Thug,Medium,Humanoid,
Severin,Medium,Humanoid,
Sewer weird,L,Elemental,urban
shadhavar,Large,Monstrosity,
Shadow,Medium,Undead,"dungeon, ruins, swamp, urban"
Shadow (A5E),Medium,Undead,"Caverns, Ruin, Shadowfell, Tomb"
Shadow Beast,Medium,Fey,"badlands,forests,ruins,underground"
Shadow blight,Small,Plant,
Shadow Boxer,Small,Fey,
Shadow Demon (A5E),Medium,Fiend,Abyss
Shadow Dragon Wyrmling (A5E),Medium,Dragon,"Caverns, Shadowfell"
Shadow Elf Champion Warrior (A5E),Medium,Humanoid,"Caverns, Feywild, Shadowfell"
Shadow Elf Duelist,Medium,Humanoid,
Shadow Elf Enchantress,Medium,Humanoid,
Shadow Elf Forest Hunter,Medium,Humanoid,
Shadow Elf High Priest (A5E),Medium,Humanoid,"Desert, Hills, Settlement, Temple"
Shadow Elf Mage (A5E),Medium,Humanoid,"Caverns, Feywild, Shadowfell"
Shadow Elf Spellcaster Drider (A5E),Large,Monstrosity,"Feywild, Ruin"
Shadow Elf Warrior (A5E),Medium,Humanoid,"Caverns, Feywild, Shadowfell"
Shadow Fey,Medium,Humanoid,
Shadow Fey Ambassador,Medium,Humanoid,
Shadow Fey Dancer,Medium,Humanoid,
Shadow Fey Duelist,Medium,Humanoid,
Shadow Fey Elf,Medium,Humanoid,
Shadow Fey Enchantress,Medium,Humanoid,
Shadow Fey Forest Hunter,Medium,Humanoid,
Shadow Fey Guardian,Large,Humanoid,
Shadow Fey Knight,Medium,Humanoid,
Shadow Fey poisoner,Medium,Humanoid,
Shadow giant,Huge,Giant,
Shadow Goblin,Small,Humanoid,
Shadow Horror,Large,Aberration,
Shadow Mastiff Alpha,Medium,Monstrosity,"forest, grassland, swamp"
Shadow of Death,Large,Celestial,
Shadow Ooze,Medium,Ooze,
Shadow Rat,Tiny,Undead,
Shadow River Lord,Medium,Undead,
Shadow Skeleton,Medium,Undead,
Shambling Mound,Large,Plant,"forest, swamp"
Shambling Mound (A5E),Large,Plant,"Feywild, Forest, Jungle, Swamp"
Shantak,Large,Monstrosity,
Shard Swarm,Medium swarm,Construct,
Shark Bowl Ooze,Huge,Ooze,
Sharkjaw Skeleton,Large,Undead,
Sharwyn Hucrele,Medium,Humanoid,
Shellycoat,Medium,Fey,"ruins,underground"
Shetani,M,Fiend,"desert, grassland"
Shield Guardian,Large,Construct,"dungeon, ruins, urban"
Shield Guardian (A5E),Large,Construct,"Laboratory, Ruin, Temple, Tomb"
Shifter,Medium,Humanoid,
Shiftshroom,Medium,Plant,
shimmer seal,Medium,Beast,
Shinigami,Large,Celestial,
Shipbreaker Sea Serpent,Gargantuan,Dragon,aquatic
Shoalar Quanderil,Medium,Humanoid,
Shockwing,Small,Beast,
Shoggoth,Huge,Aberration,
Shoosuva,Large,Fiend,"arctic, forest, grassland"
Shoreline Scrapper,Large,Beast,
Short-Faced Bear,Large,Beast,
"Shoth, Avatar of",Gargantuan,Aberration,
"Shoth, Droth",Huge,Aberration,
"Shoth, Oth",Large,Aberration,
"Shoth, Sooze",medium,Aberration,
Shriekbat,Huge,Monstrosity,
Shrieker,Medium,Plant,"cave, dungeon, swamp"
Shrieker (A5E),Medium,Plant,"Caverns, Forest, Swamp"
Shroom,Small,Plant,"forest, underground"
Shroud,Medium,Undead,
Shroud Ray (A5E),Large,Aberration,"Plane of Water, Water"
Shukankor,Huge,Aberration,
Shurale,Medium,Fey,
Sigbin,Medium,Monstrosity,
Sigilian,Medium,Construct,
Silenal,Small,Fey,
Silent crier,M,Fiend,"farmland, urban"
Silver Dragon Wyrmling,Medium,Dragon,"arctic, mountain"
Silver Dragon Wyrmling (A5E),Medium,Dragon,"Feywild, Mountains"
Silver Dragon Wyrmling Skeleton,Medium,Undead,
Silverpaw Dog,Medium,Fey,
Silverpaw Paladin,Small,Humanoid,
Simhamukha,Huge,Celestial,
"Simian, kapi",Medium,Humanoid,
"Simian, vanara",Medium,Humanoid,
Simurg,Gargantuan,Celestial,
Sinstar,T,Plant,"hills, mountains, planar"
Sinstar thrall,M,Plant,"hills, mountains, planar"
Sir Braford,Medium,Humanoid,
Sire of Insanity,Huge,Fiend,
Sire of Stagnation,Gargantuan,Aberration,
Siren,Medium,Fey,"Desert, Forest, Grassland, Hills, Jungle, Mountains, Swamp, Tundra"
Skein Witch,Medium,Celestial,
Skeletal Champion (A5E),Medium,Undead,"Ruin, Shadowfell, Temple, Tomb"
Skeletal Tyrannosaurus Rex (A5E),Huge,Undead,"Ruin, Shadowfell, Temple, Tomb"
Skeletal Warhorse (A5E),Large,Undead,"Ruin, Shadowfell, Temple, Tomb"
Skeleton,Medium,Undead,"dungeon, ruins, urban"
Skeleton (A5E),Medium,Undead,"Ruin, Shadowfell, Temple, Tomb"
Skeleton Horde (A5E),Large,Undead,"Ruin, Shadowfell, Temple, Tomb"
Skeleton Warrior,Medium,Undead,underground
"Skeleton, Cackling",Medium,Undead,
"Skeleton, Clacking",Medium,Undead,
"Skeleton, Dragon (template)",Medium,Undead,
"Skeleton, Monarch",Medium,Undead,
"Skeleton, Shadow",Medium,Undead,
"Skeleton, Sharkjaw",Large,Undead,
Skelzi,Medium,Humanoid,
Skin Bat,Small,Undead,
Skitterhaunt,Large,Ooze,"badlands,desert,ruins,underground"
Skittering Horror,Huge,Aberration,
Skulk,Medium,Humanoid,underground
Skull Drake,Medium,Dragon,
Skull Lantern,Tiny,Undead,
Skyjek Roc,Large,Monstrosity,
Skyswimmer,Gargantuan,Monstrosity,
Skyweaver,Medium,Humanoid,"arctic, cave, coast, desert, dungeon, grassland, mountain, ruins"
Slaad Tadpole,Tiny,Aberration,planar
Slave of the Chalice,Medium,Humanoid,
Sleipnir,Large,Monstrosity,
Sliepnir,Large,Monstrosity,
Slithering Tracker,Small,Ooze,underground
Slithy tove,S,Monstrosity,"forest, grassland"
Sliver,Medium,Monstrosity,
Sliver Queen,Huge,Monstrosity,
"Sloth, Giant",Large,Beast,
Slow Storm,Huge,Elemental,
Sluagh,Tiny,Fey,
Sluagh Swarm,Medium Swarm,Fey,
Small Air Elemental,Small,Elemental,"arctic, cave, coast, desert, dungeon, forest, grassland, mountain, planar, ruins, swamp, underground"
Small Bird,Small,Beast,
Small Fire Elemental,Small,Elemental,"cave, coast, desert, dungeon, grassland, mountain, planar, ruins, underground"
Small Ice Elemental,Small,Elemental,"arctic, dungeon, planar, urban"
Small Water Elemental,Small,Elemental,"cave, coast, forest, mountain, planar, swamp, underground"
Smaragdine Golem,Large,Construct,
Smoke Mephit,Small,Elemental,"dungeon, planar, urban"
Snake Lamia (A5E),Large,Monstrosity,"Abyss, Desert, Grassland, Hills"
Snake with a Hundred Mage Hands,Small,Monstrosity,
"Snake, Zanskaran Viper",Large,Beast,marshes
Snallygaster,H,Aberration,"hills, mountains"
Snatch bat,M,Aberration,"any, planar"
Snow cat,Medium,Beast,
Snow giant,Huge,Giant,
Snow Hag,Medium,Fey,
Snow Kyeryong,Small,Monstrosity,
Snow Queen,Medium,Fey,
Snow Spider,Large,Beast,
Snow Terror,Large,Fiend,
Sodwose,M,Plant,grassland
Soil snake,H,Construct,grassland
Solar,Large,Celestial,planar
Solar (A5E),Large,Celestial,"Astral Plane, Temple"
Solar Counselor (A5E),Large,Celestial,
Soldier,Medium,Humanoid,"Desert, Forest, Grassland, Hills, Mountains, Settlement"
Soldier Squad (A5E),Large,Humanoid,"Desert, Forest, Grassland, Hills, Mountains, Settlement"
Somberweave,Medium,Fey,
son of fenris,Huge,Monstrosity,
Song Angel,Large,Celestial,
Sootwing,Small,Beast,
Sooze,Medium,Aberration,
Soul Eater,Medium,Fiend,
Soul Harvester,Huge,Fiend,"dungeon, planar"
Soul Reaper,Large,Undead,
spark,Tiny,Elemental,
Spark Mephit (A5E),Small,Elemental,"Plane of Air, Plane of Water, Water"
Spawn of Akyishigal,Medium,Fiend,
Spawn of Alquam,Large,Fiend,
Spawn of Arbeyach,Medium,Fiend,
Spawn of Chernobog,Large,Fiend,
Spawn of Hriggala,Huge,Fiend,
Spawn of Kyuss,Medium,Undead,"desert, underground"
Spawn of Parzelon,Medium,Fiend,
Spawn of Rhopalocerex,Large,Fiend,
Spawned Yaoguai,Huge,Monstrosity,
Speaker to the Darkness,Small,Humanoid,
Spectator,Medium,Aberration,"cave, dungeon, ruins, underground, urban"
Specter,Medium,Undead,"dungeon, ruins, urban"
Specter (A5E),Medium,Undead,"Ruin, Shadowfell, Tomb"
Spectral Guardian,Medium,Undead,
Spectral Troll,Large,Undead,
Spell-warped Chuul (A5E),Large,Aberration,"Caverns, Plane of Water, Water"
Spellhound,Large,Monstrosity,
Spellskite,Large,Construct,
Sphinx (A5E),Large,Monstrosity,"Astral Plane, Desert, Ethereal Plane, Ruin, Temple"
"Sphinx, Gypsosphinx",Large,Monstrosity,"desert,ruins,underground,plains"
Spider,Tiny,Beast,"cave, coast, dungeon, forest, grassland, mountain, planar, ruins, swamp, underground"
Spider (A5E),Tiny,Beast,"Caverns, Ruin"
Spider Drake,Large,Dragon,
Spider of Leng,Large,Aberration,"hills,mountains"
Spider Skull,Tiny,Undead,
Spider thief,Small,Construct,
"Spider, Crypt",Medium,Beast,
Spined Devil,Small,Fiend,"dungeon, planar"
Spinosaurus,Gargantuan,Beast,"forests,marshes"
Spinosaurus Young,Huge,Beast,"forests,marshes"
Spire Walker,Tiny,Fey,
Spirit,Medium,Undead,
Spirit Lamp,Medium,Undead,
Spirit Naga,Large,Monstrosity,"cave, dungeon, ruins, underground"
Spirit Naga (A5E),Large,Monstrosity,"Astral Plane, Caverns, Desert, Forest, Jungle, Mountains, Ruin, Temple"
Spitting Sea Serpent,Large,Dragon,aquatic
Spitting Sliver,Large,Monstrosity,
Splinter matron,M,Fey,badlands
sporous crab,Small,Beast,
Spree,Small,Fiend,
Sprite,Tiny,Fey,"forest, grassland, swamp"
Sprite (A5E),Tiny,Fey,"Feywild, Forest, Swamp"
spurred water skate,Large,Beast,
Srin-Po,Medium,Undead,
Ssadar,Medium,Humanoid,
Stained-glass moth,S,Construct,urban
Star Drake,Large,Dragon,hills
Star Spawn Of Cthulhu,Large,Fiend,
Star-nosed diopsid,L,Aberration,"forest, grassland"
Star-Spawn of Cthulhu,Large,Aberration,
Star-Thing of Nheb,Large,Aberration,
Stargazer,H,Monstrosity,"badlands, coastal, desert"
Steam Golem,Large,Construct,
Steam Mephit,Small,Elemental,"dungeon, planar, urban"
Steam Mephit (A5E),Small,Elemental,"Caverns, Jungle, Plane of Fire, Plane of Water, Settlement, Water"
Stegocentipede,Huge,Beast,"forest, underground"
Stegosaurus,Huge,Beast,"forest, grassland"
Stegosaurus (A5E),Huge,Beast,"Grassland, Jungle, Mountains, Swamp"
Stellar Rorqual,Gargantuan,Aberration,
Stench Kow,Large,Beast,grassland
Stirge,Tiny,Beast,"forest, swamp"
Stirge (A5E),Tiny,Beast,"Caverns, Desert, Hills, Swamp"
Stone Colossus (A5E),Gargantuan,Construct,"Laboratory, Ruin, Temple, Tomb"
Stone Creeper,Medium,Plant,
Stone Giant,Huge,Giant,"cave, mountain, underground"
Stone Giant (A5E),Huge,Giant,"Hills, Mountains, Plane of Earth"
Stone Giant Dreamwalker,Huge,Giant,"coast, grassland, mountain"
Stone Giant Stonetalker (A5E),Huge,Giant,"Hills, Mountains, Plane of Earth"
Stone Golem,Large,Construct,"dungeon, ruins, urban"
Stone Guardian (A5E),Large,Construct,"Laboratory, Ruin, Temple, Tomb"
Stone Guardian Golem,Medium,Construct,
Stone Strix,Huge,Monstrosity,
Stonemelder,Medium,Humanoid,"arctic, cave, coast, desert, dungeon, forest, grassland, mountain, ruins, underground"
Storm Giant,Huge,Giant,"arctic, coast, desert, mountain, planar"
Storm Giant (A5E),Huge,Giant,"Mountains, Plane of Air, Plane of Water, Water"
Storm Giant Monarch (A5E),Huge,Giant,"Mountains, Plane of Air, Plane of Water, Water"
Storm Lord,Huge,Elemental,
Storm Maiden,Medium,Elemental,
Storm Raven,Tiny,Beast,"grassland, mountain"
Storm Spirit,Medium,Elemental,
Stormboar,Large,Monstrosity,
Strahd von Zarovich,Medium,Undead,
Strahd Zombie,Medium,Undead,
Strahd's Animated Armor,Medium,Construct,
Strangle Weed,Large,Plant,aquatic
Strobing Fungus,Medium,Plant,
Stuhac,Medium,Fiend,"hills,mountains"
Stygian Fat-Tailed Scorpion,Tiny,Beast,"desert,forests,plains,ruins,underground"
Stygian Skeleton,Medium,Undead,underground
Subek,Large,Humanoid,aquatic
Sul Khatesh,Large,Fiend,
Sulsha,Large,Humanoid,
Sunder Shaman,Huge,Giant,
Sunset Raptor,Medium,Monstrosity,
Suppurating Ooze,Medium,Ooze,
Suturefly,Tiny,Beast,"forests,marshes"
Swamp Adder,Small,Beast,
Swamp Lily,Medium,Plant,
Swamp Naga,Large,Monstrosity,
Swampgas Bubble,Medium,Ooze,
Swampgas shade,M,Undead,swamp
Swarm of Ball Bearings,Medium,Construct,"dungeon, ruins, urban"
Swarm of Bats,Medium,Beast,"cave, dungeon, forest, ruins, swamp, underground, urban"
Swarm of Bats (A5E),Medium,Beast,"Caverns, Mountains, Shadowfell, Tomb"
Swarm of Beetles,Medium,Swarm of tiny beasts,
Swarm of Centipedes,Medium,Swarm of tiny beasts,
Swarm of Compsognathus,Medium,Beasts,
Swarm of Cranium Rats,Medium,Beast,"underground, urban"
swarm of esteron,Medium Swarm,Beast,
Swarm of Insects (A5E),Medium,Beast,"Jungle, Swamp"
Swarm of Khalkos Spawn (A5E),Medium,Aberration,"Abyss, Hell, Settlement, Temple"
Swarm of Poisonous Snakes,Medium,Beast,"desert, dungeon, forest, grassland, swamp"
Swarm of Poisonous Snakes (A5E),Medium,Beast,"Caverns, Desert, Forest, Grassland, Hills, Jungle, Mountains, Ruin, Sewer, Swamp, Tomb, Water"
Swarm of Quippers,Medium,Beast,aquatic
Swarm of Quippers (A5E),Medium,Beast,"Sewer, Water"
Swarm of Rats (A5E),Medium,Beast,"Caverns, Forest, Ruin, Settlement, Sewer, Swamp"
Swarm of Ravens,Medium,Beast,"forest, grassland, mountain, ruins, urban"
Swarm of Ravens (A5E),Medium,Beast,Forest
Swarm of Rot Grubs,Medium,Beast,"swamp, underground"
Swarm of Spiders,Medium,Swarm of tiny beasts,
Swarm of Squirrels,Medium,Beast,
Swarm of Wasps,Medium,Swarm of tiny beasts,
Swarm of Wolf Spirits,Large Swarm,Undead,"forests,plains"
Swarm of Woodland Creatures (A5E),Medium,Beast,"Forest, Grassland"
"Swarm, gryllus",L,Swarm,urban
"Swarm, ice borers",M,Swarm,arctic
"Swarm, swamp slirghs",L,Swarm,swamp
"Swarm, vampire blossom",L,Swarm,"farmland, forest, urban"
Swashbuckler,Medium,Humanoid,"coast, urban"
Swavain Basilisk,Huge,Monstrosity,
Swolbold,Medium,Humanoid,
Sword Weird,Large,Elemental,
Sylvan Stalker,Medium,Humanoid,
Tabaxi,Medium,Humanoid,forest
Taer,Medium,Humanoid,mountain
Talis the White,Medium,Humanoid,
Talus flow,L,Elemental,"coastal, mountains"
Tamawo,Medium,Fey,
Tanarukk,Medium,Fiend,"grassland, mountain, underground"
Tangtal,Medium,Monstrosity,"forest, grassland"
Tanuki,Medium,"Humanoid (Tanuki, Shapechanger)",
Tar Ghoul,Medium,Undead,
Tar Ooze,Large,Ooze,
Tarkanan Assassin,Medium,Humanoid,
Tarkun the Desiccated,Medium,Fey,
Tarrasque,Gargantuan,Monstrosity,"aquatic, arctic, cave, coast, desert, dungeon, forest, grassland, mountain, planar, ruins, swamp, underground, urban"
Tarrasque (A5E),Titanic,Monstrosity,"Hills, Settlement"
Tarsier,Tiny,Beast,
Tarul Var,Medium,Undead,
Taryon Darrington,Medium,Humanoid (human),
Tazelwurm,Large,Monstrosity,mountain
Tcho-Tcho Cannibal,Small,Humanoid,
Tcho-Tcho Lama,Small,Humanoid,
Tcho-Tcho Watcher,Small,Humanoid,
Technothug,Medium,Humanoid,
Tecuziztecatl,Large,Monstrosity,
Tembril,Large,Monstrosity,
Temple Dog,Medium,Celestial,urban
Temple Guard of Set,Medium,Humanoid,
Temple Scarab,Tiny,Beast,"dungeon, ruins"
Temporal Crawler,Medium,Aberration,planar
Tendriculos,Large,Plant,
Tendril Puppet,Medium,Plant,forests
Tentacle Tree (A5E),Large,Monstrosity,Caverns
Tentacled Horror,Huge,Aberration,underground
Tentaghoul,Large,Undead,
Teratashia,Large,Fiend,planar
Terra-Cotta Rider,Large,Construct,
Terra-Cotta Soldier,Medium,Construct,
Terror Beast,Small,Aberration,"arctic, cave, coast, desert, dungeon, forest, grassland, mountain, ruins, swamp, underground, urban"
terror bird,Large,Beast,
Tetomatli,Large,Construct,
Thalasskoptis,Large,Fiend,aquatic
Thayan Apprentice,Medium,Humanoid,
Thayan Warrior,Medium,Humanoid,
The Barbed,Small,Humanoid,
The Emerald Queen,Medium,Fey,forest
The flesh,M,Aberration,"farmland, forest, urban"
The Fourth Knife,Medium,Humanoid,
The Kelauble,Small,Aberration,
The lord of Blades,Medium,Humanoid,
The Pudding King,Small,Humanoid,
"Therianthrope, Wolfwere",Small,Monstrosity,"grassland, underground"
Theullai,Huge,Elemental,
Thief Lord,Medium,Humanoid,
Thin giant,Huge,Giant,
Thorn Slinger,Large,Plant,
Thorned Sulfurlord,Huge,Fiend,
Thornheart Guardian,Large,Construct,
Thorny,Medium,Plant,"forest, swamp"
Thought Spy,Medium,Humanoid,
Thread-Bound Constrictor Snake,Huge,Construct,
Thread-Bound snake,Huge,Construct,
Three-Headed Clockwork Dragon,Huge,Construct,
Three-headed cobra,Large,Monstrosity,
Thri-kreen,Medium,Humanoid,"desert, grassland"
Thripper,M,Humanoid,"forest, planar"
Thrummren,Gargantuan,Celestial,
Thuellai,Huge,Elemental,
Thug,Medium,Humanoid,"arctic, cave, coast, forest, grassland, urban"
Thug (A5E),Medium,Humanoid,Settlement
Thulean Chimera,Large,Monstrosity,
Thulean Cyclops,Large,Giant,
Thulean Dragon,Huge,Dragon,
Thulean Elk,Large,Beast,
Thulean Manticore,Large,Monstrosity,
Thulean Musk Ox,Large,Beast,
Thurl Merosska,Medium,Humanoid,
Thursir Giant,Large,Giant,
Tiamat,Gargantuan,Fiend,
Tiberolith,Huge,Construct,"coastal, mountains"
Tiburones,Huge,Monstrosity,"sea, coastal"
Tiburones Pup,Large,Monstrosity,"sea, coastal"
Tiddalik,Medium,Mosntrosity,"coastal, aquatic"
Tidehunter,Huge,Monstrosity,
Tigbalan,Large,Fey,
Tigebra,L,Monstrosity,"forest, grassland"
Tiger,Large,Beast,"forest, grassland"
Tiger (A5E),Large,Beast,"Forest, Grassland, Jungle"
Timingila,Gargantuan,Monstrosity,
Tiny Bird,Tiny,Beast,
Titanic Dragon Turtle (A5E),Titanic,Dragon,"Plane of Water, Water"
Titanic Kraken (A5E),Titanic,Monstrosity,"Plane of Water, Water"
Titanoboa,Gargantuan,Beast,forests
Tiyanak,Tiny,Undead,
"Tiyanak, Swarm of",Medium swarm,Undead,
Tlingcalli,Large,Monstrosity,desert
Toad King,Medium,Fey,
Tophet,Huge,Construct,urban
Torch mimic,T,Monstrosity,"urban, underground"
Tormented Qiqirn,Large,Fiend,
Tortoise,Medium,Beast,aquatic
Tosculi Drone,Small,Monstrosity,
Tosculi Elite Bow Raider,Medium,Humanoid,
Tosculi Hive-Queen,Large,Monstrosity,
Tosculi Jeweled Drone,Small,Humanoid,
Tosculi Warrior,Small,Monstrosity,
"Tosculi, Drone",Small,Monstrosity,"desert,hills,plains"
"Tosculi, Elite bow raider",Medium,Monstrosity,"desert,hills,plains"
"Tosculi, Hive-Queen",Large,Monstrosity,"desert,hills,plains"
"Tosculi, Warrior",Small,Monstrosity,"desert,hills,plains"
"Totivillus, Scribe of Hell",Medium,Fiend,
Transcendent Lunarchida,Medium,Aberration,
Transmuter,Medium,Humanoid,urban
Trapper,Large,Monstrosity,underground
Treacle,Tiny,Ooze,"forests,plains,urban"
Treant,Huge,Plant,"forest, swamp"
Tree Blight,Huge,Plant,
Tree Skinner,Medium,Fiend,
Tressym,Tiny,Beast,
Tri-flower Frond,Medium,Plant,forest
Tribal Warrior,Medium,Humanoid,"arctic, cave, desert, forest, grassland, mountain, swamp"
Tricenatorus,Huge,Monstrosity,
Triceratops,Huge,Beast,"grassland, mountain"
Triceratops (A5E),Huge,Beast,"Grassland, Jungle, Mountains, Swamp"
Trickster Priest (A5E),Medium,Humanoid,"Desert, Hills, Settlement, Temple"
Tridrone,Medium,Construct,planar
Trinket,Large,Beast (brown bear),
Troglodyte,Medium,Humanoid,"cave, dungeon, underground"
Troglodyte (A5E),Medium,Humanoid,Caverns
Troglodyte Champion of Laogzed,Medium,Humanoid,
Troll,Large,Giant,"cave, dungeon, forest, mountain, swamp"
